# Wavemumber(μm) Transmission
0.36	0.0008323373331204853
0.362	0.0008941499121349533
0.363	0.0009443735090235799
0.365	0.0010132078261226197
0.366	0.001069274299621673
0.368	0.0011491114830872958
0.37	0.0012339487255070142
0.371	0.0013005939983000005
0.373	0.001394888602908459
0.374	0.0014691243349717283
0.376	0.001573737613693276
0.378	0.001684573531973196
0.379	0.001767143053370122
0.381	0.0018841471417343552
0.382	0.0019807078362884863
0.384	0.0021036810543594215
0.386	0.0022390823745040583
0.387	0.0023383214009818323
0.389	0.0024794584198971955
0.39	0.0025878108478978147
0.392	0.0027338982171463745
0.394	0.0028866227125208766
0.395	0.002993743693926742
0.397	0.0031497549579812597
0.398	0.0032650278201548015
0.4	0.003423225361075005
0.402	0.0035873985818184293
0.403	0.0037059946130725374
0.405	0.003870638449381576
0.406	0.003986387530262814
0.408	0.004149791552176669
0.41	0.004318200829413623
0.411	0.004433020742533288
0.413	0.004598209475622268
0.414	0.004706701782853539
0.416	0.004879395322054666
0.418	0.005043776044748657
0.419	0.005147067588817122
0.421	0.005317860440214974
0.422	0.005411587759826994
0.424	0.0055885455691666855
0.426	0.005755098171041776
0.427	0.00585425036559299
0.429	0.006011193040296256
0.43	0.006113409690721184
0.432	0.006290422527766634
0.434	0.006470858203067309
0.435	0.006562367743085126
0.437	0.006747986270959725
0.438	0.006858807648887175
0.44	0.007050053921769113
0.442	0.007244829429644394
0.443	0.00736127603823819
0.445	0.0075799643959606755
0.446	0.007700190866417988
0.448	0.007925800637465143
0.45	0.008175309038878762
0.451	0.008321823523216712
0.453	0.00858018991902755
0.454	0.008752573942730739
0.456	0.009041656409120238
0.458	0.009359438943712672
0.459	0.00956583744071018
0.461	0.00989739731103583
0.462	0.010159873698098412
0.464	0.010531194104428668
0.466	0.01093776478803038
0.467	0.011247980766444135
0.469	0.011676114595909653
0.47	0.012058143182501374
0.472	0.012538798562595755
0.474	0.013063718930686115
0.475	0.013513743501868502
0.477	0.014102974349418684
0.478	0.014583363360857738
0.48	0.015244229865096177
0.482	0.01596452389275131
0.483	0.01657149699547367
0.485	0.017343577722318204
0.486	0.01799576809713005
0.488	0.01886381767503589
0.49	0.019766135967426966
0.491	0.020540894601517336
0.493	0.021556534817138092
0.494	0.022440779511664635
0.496	0.023535089218794544
0.498	0.024673324565487497
0.499	0.0256681275197902
0.501	0.026892598815609806
0.502	0.028025041752899545
0.504	0.02934357259310933
0.506	0.030712973750057524
0.507	0.031917579624894714
0.509	0.03338709200466404
0.51	0.034683051548679365
0.512	0.03625855027917858
0.514	0.03781385227720751
0.515	0.039257628954575186
0.517	0.040919017200345506
0.518	0.042378188435870434
0.52	0.044057495783882544
0.522	0.04578971073979212
0.523	0.04729979398270224
0.525	0.04903549432493822
0.526	0.050533930265442485
0.528	0.05225863712388594
0.53	0.05402852135997219
0.531	0.05543014002242739
0.532	0.05629466054098495
0.533	0.05716934458397882
0.534	0.058520625494516476
0.536	0.06009415789514855
0.538	0.06169782765311384
0.539	0.06275930762363972
0.541	0.06428730257911122
0.542	0.06525347490675126
0.544	0.06656185164162111
0.546	0.06762149365707042
0.547	0.06835459578586424
0.549	0.06929510923522536
0.55	0.06976760744032157
0.552	0.0705803595860185
0.554	0.07112182622635248
0.555	0.07132397329985535
0.557	0.07172779974818892
0.558	0.07165462491656156
0.56	0.07191964356975314
0.562	0.07218374570725576
0.563	0.07197326821521781
0.565	0.07223597076871338
0.566	0.07216241850125102
0.568	0.072560071687004
0.57	0.0730939474255647
0.571	0.07356708186955728
0.573	0.07465656291227465
0.574	0.07583685093445668
0.576	0.07766269978829068
0.578	0.08010939852129996
0.579	0.08256454104251061
0.581	0.0862367758373479
0.582	0.090003509345024
0.584	0.09499461002095472
0.586	0.10059160174302066
0.587	0.10665200145315479
0.589	0.11368018725493755
0.59	0.12112438649026393
0.592	0.12970926393005947
0.594	0.13858913298252526
0.595	0.1478017353718728
0.597	0.1577986285571516
0.598	0.1675975342684669
0.6	0.17816440594181338
0.602	0.18898496357489836
0.603	0.1994972479441428
0.605	0.2103553708608378
0.606	0.22078706540914572
0.608	0.23144242731029005
0.61	0.24211273097455255
0.611	0.25219053583845413
0.613	0.262310536994181
0.614	0.2721903021569535
0.616	0.2820087895340945
0.618	0.29160999254099035
0.619	0.30037076470411006
0.621	0.3094175516732847
0.622	0.3180907305988381
0.624	0.32644478411870936
0.626	0.3349627500695114
0.627	0.3430616613805687
0.629	0.35072122427291474
0.63	0.3579183477972339
0.632	0.3658221833002107
0.634	0.3732197169868448
0.635	0.37950145099799826
0.637	0.3864459308056919
0.638	0.39289799178327667
0.64	0.399343191199637
0.642	0.40585297269397613
0.643	0.4118597443298243
0.645	0.41780955159320654
0.646	0.4232449010431123
0.648	0.4285874879923868
0.65	0.4346777305657573
0.651	0.4395402658209398
0.653	0.4442670057122125
0.654	0.4491989000884502
0.656	0.45397721234656135
0.658	0.4587768423451894
0.659	0.46305718413759955
0.661	0.46790243802021125
0.662	0.4714726574100996
0.664	0.47635772039544344
0.666	0.4804923634049453
0.667	0.48333714667666794
0.669	0.4874922768200966
0.67	0.4903549568003178
0.672	0.4945303011789776
0.674	0.49792637321898314
0.675	0.5000210144455731
0.677	0.5034231029586956
0.678	0.505523291271739
0.68	0.5089312091810153
0.682	0.5115401146316505
0.683	0.5128438192937258
0.685	0.5154497128248248
0.686	0.5167518939199364
0.688	0.5185490167425778
0.69	0.5203419170836903
0.691	0.5208340792458628
0.693	0.521815529326343
0.694	0.5223048224013164
0.696	0.5232805574529211
